index,protID,geneID,geneName
492,9606.ENSP00000220822,ENSG00000104381,GDAP1
493,9606.ENSP00000220849,ENSG00000104408,EIF3E
494,9606.ENSP00000220853,ENSG00000104412,EMC2
495,9606.ENSP00000220913,ENSG00000104472,CHRAC1
496,9606.ENSP00000220931,ENSG00000104490,NCALD
497,9606.ENSP00000220940,ENSG00000104499,GML
498,9606.ENSP00000220966,ENSG00000104524,PYCR3
499,9606.ENSP00000221086,ENSG00000104643,MTMR9
500,9606.ENSP00000221114,ENSG00000104671,DCTN6
501,9606.ENSP00000221130,ENSG00000104687,GSR
502,9606.ENSP00000221132,ENSG00000104689,TNFRSF10A
503,9606.ENSP00000221138,ENSG00000104695,PPP2CB
504,9606.ENSP00000221166,ENSG00000104722,NEFM
505,9606.ENSP00000221167,,
506,9606.ENSP00000221200,ENSG00000104756,KCTD9
507,9606.ENSP00000221204,,
508,9606.ENSP00000221232,ENSG00000088038,CNOT3
509,9606.ENSP00000221233,ENSG00000077348,EXOSC5
510,9606.ENSP00000221265,ENSG00000006712,PAF1
511,9606.ENSP00000221283,ENSG00000076944,STXBP2
512,9606.ENSP00000221307,ENSG00000186529,CYP4F3
513,9606.ENSP00000221403,ENSG00000104808,DHDH
514,9606.ENSP00000221418,ENSG00000104823,ECH1
515,9606.ENSP00000221419,ENSG00000104824,HNRNPL
516,9606.ENSP00000221421,ENSG00000104826,LHB
517,9606.ENSP00000221444,ENSG00000104848,KCNA7
518,9606.ENSP00000221452,ENSG00000104856,RELB
519,9606.ENSP00000221455,ENSG00000104859,CLASRP
520,9606.ENSP00000221459,ENSG00000104863,LIN7B
521,9606.ENSP00000221466,ENSG00000104870,FCGRT
522,9606.ENSP00000221476,ENSG00000104879,CKM
523,9606.ENSP00000221480,ENSG00000104883,PEX11G
524,9606.ENSP00000221485,ENSG00000104888,SLC17A7
525,9606.ENSP00000221486,ENSG00000104889,RNASEH2A
526,9606.ENSP00000221494,ENSG00000104897,SF3A2
527,9606.ENSP00000221496,ENSG00000104899,AMH
528,9606.ENSP00000221515,ENSG00000104918,RETN
529,9606.ENSP00000221543,ENSG00000104946,TBC1D17
530,9606.ENSP00000221561,ENSG00000104964,AES
531,9606.ENSP00000221566,ENSG00000104969,SGTA
532,9606.ENSP00000221573,ENSG00000104976,SNAPC2
533,9606.ENSP00000221665,ENSG00000179943,FIZ1
534,9606.ENSP00000221700,ENSG00000186115,CYP4F2
535,9606.ENSP00000221740,,
536,9606.ENSP00000221742,ENSG00000105143,SLC1A6
537,9606.ENSP00000221801,ENSG00000105202,FBL
538,9606.ENSP00000221847,ENSG00000105246,EBI3
539,9606.ENSP00000221855,ENSG00000105254,TBCB
540,9606.ENSP00000221856,ENSG00000105255,FSD1
541,9606.ENSP00000221859,ENSG00000105258,POLR2I
542,9606.ENSP00000221891,ENSG00000105290,APLP1
543,9606.ENSP00000221922,ENSG00000105321,CCDC9
544,9606.ENSP00000221930,ENSG00000105329,TGFB1
545,9606.ENSP00000221957,ENSG00000105355,PLIN3
546,9606.ENSP00000221972,ENSG00000105369,CD79A
547,9606.ENSP00000221980,ENSG00000105376,ICAM5
548,9606.ENSP00000221996,ENSG00000105392,CRX
549,9606.ENSP00000222002,ENSG00000105398,SULT2A1
550,9606.ENSP00000222005,ENSG00000105401,CDC37
551,9606.ENSP00000222008,ENSG00000105404,RABAC1
552,9606.ENSP00000222115,ENSG00000105509,HAS1
553,9606.ENSP00000222120,ENSG00000105514,RAB3D
554,9606.ENSP00000222122,ENSG00000105516,DBP
555,9606.ENSP00000222139,ENSG00000187266,EPOR
556,9606.ENSP00000222145,ENSG00000105538,RASIP1
557,9606.ENSP00000222157,ENSG00000105550,FGF21
558,9606.ENSP00000222212,ENSG00000105605,CACNG7
559,9606.ENSP00000222214,ENSG00000105607,GCDH
560,9606.ENSP00000222219,ENSG00000105612,DNASE2
561,9606.ENSP00000222247,ENSG00000105640,RPL18A
562,9606.ENSP00000222250,ENSG00000105643,ARRDC2
563,9606.ENSP00000222254,ENSG00000105647,PIK3R2
564,9606.ENSP00000222256,ENSG00000105649,RAB3A
565,9606.ENSP00000222266,ENSG00000205155,PSENEN
566,9606.ENSP00000222270,,
567,9606.ENSP00000222271,ENSG00000105664,COMP
568,9606.ENSP00000222286,ENSG00000105679,GAPDHS
569,9606.ENSP00000222304,ENSG00000105697,HAMP
570,9606.ENSP00000222305,ENSG00000105698,USF2
571,9606.ENSP00000222307,ENSG00000105700,KXD1
572,9606.ENSP00000222308,ENSG00000105701,FKBP8
573,9606.ENSP00000222329,ENSG00000105722,ERF
574,9606.ENSP00000222330,ENSG00000105723,GSK3A
575,9606.ENSP00000222381,ENSG00000005421,PON1
576,9606.ENSP00000222388,ENSG00000033050,ABCF2
577,9606.ENSP00000222390,ENSG00000019991,HGF
578,9606.ENSP00000222399,ENSG00000091136,LAMB1
579,9606.ENSP00000222402,ENSG00000078967,UBE2D4
580,9606.ENSP00000222462,ENSG00000002745,WNT16
581,9606.ENSP00000222482,ENSG00000128510,CPA4
582,9606.ENSP00000222543,ENSG00000105825,TFPI2
583,9606.ENSP00000222547,ENSG00000105829,BET1
584,9606.ENSP00000222553,ENSG00000105835,NAMPT
585,9606.ENSP00000222567,ENSG00000105849,TWISTNB
586,9606.ENSP00000222573,ENSG00000105855,ITGB8
587,9606.ENSP00000222574,ENSG00000105856,HBP1
588,9606.ENSP00000222584,ENSG00000105866,SP4
589,9606.ENSP00000222598,ENSG00000105880,DLX5
590,9606.ENSP00000222644,ENSG00000105926,MPP6
591,9606.ENSP00000222673,ENSG00000105953,OGDH
592,9606.ENSP00000222693,ENSG00000105971,CAV2
593,9606.ENSP00000222718,ENSG00000105996,HOXA2
594,9606.ENSP00000222725,ENSG00000106003,LFNG
595,9606.ENSP00000222726,ENSG00000106004,HOXA5
596,9606.ENSP00000222747,ENSG00000106025,TSPAN12
597,9606.ENSP00000222753,ENSG00000106031,HOXA13
598,9606.ENSP00000222792,ENSG00000106069,CHN2
599,9606.ENSP00000222812,ENSG00000106089,STX1A
600,9606.ENSP00000222823,ENSG00000106100,NOD1
601,9606.ENSP00000222968,ENSG00000106244,PDAP1
602,9606.ENSP00000222969,ENSG00000106245,BUD31
603,9606.ENSP00000222982,ENSG00000106258,CYP3A5
604,9606.ENSP00000222990,ENSG00000106266,SNX8
605,9606.ENSP00000223023,ENSG00000106299,WASL
606,9606.ENSP00000223026,ENSG00000106302,HYAL4
607,9606.ENSP00000223029,ENSG00000106305,AIMP2
608,9606.ENSP00000223051,ENSG00000106327,TFR2
609,9606.ENSP00000223061,ENSG00000106333,PCOLCE
610,9606.ENSP00000223073,ENSG00000106344,RBM28
611,9606.ENSP00000223095,ENSG00000106366,SERPINE1
612,9606.ENSP00000223114,ENSG00000106384,MOGAT3
613,9606.ENSP00000223122,ENSG00000106392,C1GALT1
614,9606.ENSP00000223127,ENSG00000106397,PLOD3
615,9606.ENSP00000223129,ENSG00000106399,RPA3
616,9606.ENSP00000223136,ENSG00000214253,FIS1
617,9606.ENSP00000223167,ENSG00000106436,MYL10
618,9606.ENSP00000223190,ENSG00000106459,NRF1
619,9606.ENSP00000223273,ENSG00000241127,YAE1D1
620,9606.ENSP00000223321,ENSG00000106588,PSMA2
621,9606.ENSP00000223324,ENSG00000106591,MRPL32
622,9606.ENSP00000223357,ENSG00000106624,AEBP1
623,9606.ENSP00000223364,ENSG00000106631,MYL7
624,9606.ENSP00000223366,ENSG00000106633,GCK
625,9606.ENSP00000223369,ENSG00000106636,YKT6
626,9606.ENSP00000223500,ENSG00000086065,CHMP5
627,9606.ENSP00000223641,ENSG00000106803,SEC61B
628,9606.ENSP00000223642,ENSG00000106804,C5
629,9606.ENSP00000223795,ENSG00000106952,TNFSF8
630,9606.ENSP00000223862,ENSG00000107018,RLN1
631,9606.ENSP00000223864,ENSG00000107020,PLGRKT
632,9606.ENSP00000224073,ENSG00000107223,EDF1
633,9606.ENSP00000224140,ENSG00000107290,SETX
634,9606.ENSP00000224181,ENSG00000176919,C8G
635,9606.ENSP00000224237,ENSG00000026025,VIM
636,9606.ENSP00000224337,ENSG00000095585,BLNK
637,9606.ENSP00000224356,ENSG00000095596,CYP26A1
638,9606.ENSP00000224652,ENSG00000107669,ATE1
639,9606.ENSP00000224764,,
640,9606.ENSP00000224784,ENSG00000107796,ACTA2
641,9606.ENSP00000224807,ENSG00000107819,SFXN3
642,9606.ENSP00000224862,ENSG00000107872,FBXL15
643,9606.ENSP00000224950,ENSG00000107960,STN1
644,9606.ENSP00000225174,ENSG00000108179,PPIF
645,9606.ENSP00000225245,,
646,9606.ENSP00000225275,ENSG00000005381,MPO
647,9606.ENSP00000225276,ENSG00000070731,ST6GALNAC2
648,9606.ENSP00000225296,ENSG00000005100,DHX33
649,9606.ENSP00000225298,ENSG00000011260,UTP18
650,9606.ENSP00000225387,ENSG00000108255,CRYBA1
651,9606.ENSP00000225388,ENSG00000108256,NUFIP2
652,9606.ENSP00000225396,,
653,9606.ENSP00000225402,,
654,9606.ENSP00000225410,,
655,9606.ENSP00000225426,,
656,9606.ENSP00000225430,ENSG00000108298,RPL19
657,9606.ENSP00000225474,ENSG00000108342,CSF3
658,9606.ENSP00000225504,ENSG00000213246,SUPT4H1
659,9606.ENSP00000225512,ENSG00000108379,WNT3
660,9606.ENSP00000225519,ENSG00000197417,SHPK
661,9606.ENSP00000225525,ENSG00000213977,TAX1BP3
662,9606.ENSP00000225567,ENSG00000108433,GOSR2
663,9606.ENSP00000225573,ENSG00000108439,PNPO
664,9606.ENSP00000225576,ENSG00000175106,TVP23C
665,9606.ENSP00000225577,ENSG00000108443,RPS6KB1
666,9606.ENSP00000225603,ENSG00000108468,CBX1
667,9606.ENSP00000225609,ENSG00000108474,PIGL
668,9606.ENSP00000225614,ENSG00000108479,GALK1
669,9606.ENSP00000225648,ENSG00000108511,HOXB6
670,9606.ENSP00000225655,ENSG00000108518,PFN1
671,9606.ENSP00000225665,ENSG00000108528,SLC25A11
672,9606.ENSP00000225688,ENSG00000108551,RASD1
673,9606.ENSP00000225698,ENSG00000108561,C1QBP
674,9606.ENSP00000225719,ENSG00000108582,CPD
675,9606.ENSP00000225724,ENSG00000108587,GOSR1
676,9606.ENSP00000225726,ENSG00000108588,CCDC47
677,9606.ENSP00000225728,ENSG00000108590,MED31
678,9606.ENSP00000225729,ENSG00000108591,DRG2
679,9606.ENSP00000225737,ENSG00000108599,AKAP10
680,9606.ENSP00000225740,ENSG00000108602,ALDH3A1
681,9606.ENSP00000225777,ENSG00000108639,SYNGR2
682,9606.ENSP00000225792,ENSG00000108654,DDX5
683,9606.ENSP00000225823,ENSG00000108684,ASIC2
684,9606.ENSP00000225831,ENSG00000108691,CCL2
685,9606.ENSP00000225842,ENSG00000108702,CCL1
686,9606.ENSP00000225844,ENSG00000181374,CCL13
687,9606.ENSP00000225873,ENSG00000108733,PEX12
688,9606.ENSP00000225893,,
689,9606.ENSP00000225916,ENSG00000108773,KAT2A
690,9606.ENSP00000225927,ENSG00000108784,NAGLU
691,9606.ENSP00000225941,ENSG00000108798,ABI3
692,9606.ENSP00000225964,ENSG00000108821,COL1A1
693,9606.ENSP00000225969,ENSG00000108826,MRPL27
694,9606.ENSP00000225972,ENSG00000108829,LRRC59
695,9606.ENSP00000225983,ENSG00000108840,HDAC5
696,9606.ENSP00000225992,ENSG00000108849,PPY
697,9606.ENSP00000226004,ENSG00000108861,DUSP3
698,9606.ENSP00000226021,ENSG00000108878,CACNG1
699,9606.ENSP00000226067,ENSG00000108924,HLF
700,9606.ENSP00000226091,ENSG00000108947,EFNB3
701,9606.ENSP00000226105,ENSG00000108961,RANGRF
702,9606.ENSP00000226193,ENSG00000109047,RCVRN
703,9606.ENSP00000226207,ENSG00000109061,MYH1
704,9606.ENSP00000226209,,
705,9606.ENSP00000226218,ENSG00000109072,VTN
706,9606.ENSP00000226225,ENSG00000109079,TNFAIP1
707,9606.ENSP00000226253,ENSG00000109107,ALDOC
708,9606.ENSP00000226279,ENSG00000004468,CD38
709,9606.ENSP00000226284,ENSG00000029559,IBSP
710,9606.ENSP00000226299,ENSG00000002549,LAP3
711,9606.ENSP00000226317,ENSG00000124875,CXCL6
712,9606.ENSP00000226319,ENSG00000077684,JADE1
713,9606.ENSP00000226413,ENSG00000109163,GNRHR
714,9606.ENSP00000226444,ENSG00000109193,SULT1E1
715,9606.ENSP00000226524,ENSG00000109272,PF4V1
716,9606.ENSP00000226574,ENSG00000109320,NFKB1
717,9606.ENSP00000226730,ENSG00000109471,IL2
718,9606.ENSP00000226760,ENSG00000109501,WFS1
719,9606.ENSP00000226796,ENSG00000109534,GAR1
720,9606.ENSP00000226840,ENSG00000109576,AADAT
721,9606.ENSP00000227135,ENSG00000064199,SPA17
722,9606.ENSP00000227155,ENSG00000085117,CD82
723,9606.ENSP00000227163,ENSG00000066336,SPI1
724,9606.ENSP00000227251,ENSG00000109846,CRYAB
725,9606.ENSP00000227322,ENSG00000109917,ZPR1
726,9606.ENSP00000227348,ENSG00000109943,CRTAM
727,9606.ENSP00000227378,ENSG00000109971,HSPA8
728,9606.ENSP00000227451,ENSG00000110042,DTX4
729,9606.ENSP00000227471,ENSG00000110057,UNC93B1
730,9606.ENSP00000227495,ENSG00000110080,ST3GAL4
731,9606.ENSP00000227507,ENSG00000110092,CCND1
732,9606.ENSP00000227524,ENSG00000110107,PRPF19
733,9606.ENSP00000227525,ENSG00000110108,TMEM109
734,9606.ENSP00000227618,ENSG00000110200,ANAPC15
735,9606.ENSP00000227638,ENSG00000110218,PANX1
736,9606.ENSP00000227665,ENSG00000110243,APOA5
737,9606.ENSP00000227667,ENSG00000110245,APOC3
738,9606.ENSP00000227752,ENSG00000110324,IL10RA
739,9606.ENSP00000227756,ENSG00000110328,GALNT18
740,9606.ENSP00000227758,ENSG00000110330,BIRC2
741,9606.ENSP00000227868,ENSG00000110435,PDHX
742,9606.ENSP00000228027,ENSG00000062282,DGAT2
743,9606.ENSP00000228136,ENSG00000110696,C11orf58
744,9606.ENSP00000228251,ENSG00000060138,YBX3
745,9606.ENSP00000228280,ENSG00000049130,KITLG
746,9606.ENSP00000228284,ENSG00000075856,SART3
747,9606.ENSP00000228307,ENSG00000089159,PXN
748,9606.ENSP00000228318,ENSG00000075415,SLC25A3
749,9606.ENSP00000228347,ENSG00000013503,POLR3B
750,9606.ENSP00000228434,ENSG00000110848,CD69
751,9606.ENSP00000228437,ENSG00000110851,PRDM4
752,9606.ENSP00000228463,ENSG00000110876,SELPLG
753,9606.ENSP00000228468,ENSG00000110881,ASIC1
754,9606.ENSP00000228476,ENSG00000110887,DAO
755,9606.ENSP00000228495,ENSG00000110906,KCTD10
756,9606.ENSP00000228506,ENSG00000110917,MLEC
757,9606.ENSP00000228510,ENSG00000110921,MVK
758,9606.ENSP00000228515,ENSG00000110925,CSRNP2
759,9606.ENSP00000228534,ENSG00000110944,IL23A
760,9606.ENSP00000228606,ENSG00000111012,CYP27B1
761,9606.ENSP00000228641,ENSG00000111046,MYF6
762,9606.ENSP00000228644,ENSG00000111049,MYF5
763,9606.ENSP00000228682,ENSG00000111087,GLI1
764,9606.ENSP00000228740,ENSG00000111144,LTA4H
765,9606.ENSP00000228820,ENSG00000111224,PARP11
766,9606.ENSP00000228825,ENSG00000111229,ARPC3
767,9606.ENSP00000228837,ENSG00000111241,FGF6
768,9606.ENSP00000228841,ENSG00000111245,MYL2
769,9606.ENSP00000228843,ENSG00000111247,RAD51AP1
770,9606.ENSP00000228850,ENSG00000111254,AKAP3
771,9606.ENSP00000228862,ENSG00000111266,DUSP16
772,9606.ENSP00000228872,ENSG00000111276,CDKN1B
773,9606.ENSP00000228918,ENSG00000111321,LTBR
774,9606.ENSP00000228928,ENSG00000111331,OAS3
775,9606.ENSP00000228938,ENSG00000111341,MGP
776,9606.ENSP00000228945,ENSG00000111348,ARHGDIB
777,9606.ENSP00000229030,ENSG00000111432,FZD10
778,9606.ENSP00000229134,ENSG00000111536,IL26
779,9606.ENSP00000229135,ENSG00000111537,IFNG
780,9606.ENSP00000229179,ENSG00000111581,NUP107
781,9606.ENSP00000229195,ENSG00000111596,CNOT2
782,9606.ENSP00000229214,ENSG00000111615,KRR1
783,9606.ENSP00000229238,ENSG00000111639,MRPL51
784,9606.ENSP00000229239,ENSG00000111640,GAPDH
785,9606.ENSP00000229251,ENSG00000111652,COPS7A
786,9606.ENSP00000229264,ENSG00000111664,GNB3
787,9606.ENSP00000229266,ENSG00000111666,CHPT1
788,9606.ENSP00000229304,ENSG00000111701,APOBEC1
789,9606.ENSP00000229307,ENSG00000111704,NANOG
790,9606.ENSP00000229314,ENSG00000111711,GOLT1B
791,9606.ENSP00000229319,ENSG00000111716,LDHB
792,9606.ENSP00000229328,ENSG00000111725,PRKAB1
793,9606.ENSP00000229329,ENSG00000111726,CMAS
794,9606.ENSP00000229330,ENSG00000111727,HCFC2
795,9606.ENSP00000229335,ENSG00000111732,AICDA
796,9606.ENSP00000229340,ENSG00000111737,RAB35
797,9606.ENSP00000229379,ENSG00000111775,COX6A1
798,9606.ENSP00000229390,ENSG00000111786,SRSF9
799,9606.ENSP00000229395,ENSG00000111790,FGFR1OP2
800,9606.ENSP00000229416,ENSG00000001084,GCLC
801,9606.ENSP00000229447,ENSG00000009765,IYD
802,9606.ENSP00000229595,ENSG00000111875,ASF1A
803,9606.ENSP00000229633,ENSG00000111911,HINT3
804,9606.ENSP00000229708,ENSG00000111981,ULBP1
805,9606.ENSP00000229758,ENSG00000112029,FBXO5
806,9606.ENSP00000229769,ENSG00000112039,FANCE
807,9606.ENSP00000229794,ENSG00000112062,MAPK14
808,9606.ENSP00000229812,ENSG00000112079,STK38
809,9606.ENSP00000229854,ENSG00000112118,MCM3
810,9606.ENSP00000229922,ENSG00000112186,CAP2
811,9606.ENSP00000229971,ENSG00000112234,FBXL4
812,9606.ENSP00000230036,ENSG00000112293,GPLD1
813,9606.ENSP00000230050,ENSG00000112306,RPS12
814,9606.ENSP00000230056,ENSG00000112312,GMNN
815,9606.ENSP00000230085,ENSG00000112335,SNX3
816,9606.ENSP00000230124,ENSG00000112367,FIG4
817,9606.ENSP00000230321,ENSG00000112559,MDFI
818,9606.ENSP00000230340,ENSG00000112578,BYSL
819,9606.ENSP00000230354,ENSG00000112592,TBP
820,9606.ENSP00000230361,ENSG00000112599,GUCA1B
821,9606.ENSP00000230381,ENSG00000112619,PRPH2
822,9606.ENSP00000230419,ENSG00000112655,PTK7
823,9606.ENSP00000230431,ENSG00000112667,DNPH1
824,9606.ENSP00000230449,ENSG00000112685,EXOC2
825,9606.ENSP00000230461,ENSG00000112697,TMEM30A
826,9606.ENSP00000230568,ENSG00000112799,LY86
827,9606.ENSP00000230588,ENSG00000112818,MEP1A
828,9606.ENSP00000230640,ENSG00000039123,SKIV2L2
829,9606.ENSP00000230658,ENSG00000016082,ISL1
830,9606.ENSP00000230771,ENSG00000112855,HARS2
831,9606.ENSP00000230792,ENSG00000112874,NUDT12
832,9606.ENSP00000230882,ENSG00000112964,GHR
833,9606.ENSP00000230895,ENSG00000112977,DAP
834,9606.ENSP00000230990,ENSG00000113070,HBEGF
835,9606.ENSP00000231004,ENSG00000113083,LOX
836,9606.ENSP00000231009,ENSG00000113088,GZMK
837,9606.ENSP00000231021,ENSG00000113100,CDH9
838,9606.ENSP00000231061,ENSG00000113140,SPARC
839,9606.ENSP00000231121,ENSG00000113196,HAND1
840,9606.ENSP00000231188,ENSG00000113262,GRM6
841,9606.ENSP00000231198,ENSG00000113272,THG1L
842,9606.ENSP00000231228,ENSG00000113302,IL12B
843,9606.ENSP00000231238,ENSG00000113312,TTC1
844,9606.ENSP00000231368,ENSG00000113441,LNPEP
845,9606.ENSP00000231420,ENSG00000113492,AGXT2
846,9606.ENSP00000231449,ENSG00000113520,IL4
847,9606.ENSP00000231454,ENSG00000113525,IL5
848,9606.ENSP00000231461,ENSG00000113532,ST8SIA4
849,9606.ENSP00000231487,ENSG00000113558,SKP1
850,9606.ENSP00000231498,ENSG00000113569,NUP155
851,9606.ENSP00000231509,ENSG00000113580,NR3C1
852,9606.ENSP00000231512,ENSG00000113583,C5orf15
853,9606.ENSP00000231524,ENSG00000113595,TRIM23
854,9606.ENSP00000231572,ENSG00000113643,RARS
855,9606.ENSP00000231656,ENSG00000113722,CDX1
856,9606.ENSP00000231668,ENSG00000113734,BNIP1
857,9606.ENSP00000231721,ENSG00000010319,SEMA3G
858,9606.ENSP00000231751,ENSG00000012223,LTF
859,9606.ENSP00000231790,ENSG00000076242,MLH1
860,9606.ENSP00000231887,ENSG00000113790,EHHADH
861,9606.ENSP00000231948,ENSG00000113851,CRBN
862,9606.ENSP00000232003,ENSG00000113905,HRG
863,9606.ENSP00000232014,ENSG00000113916,BCL6
864,9606.ENSP00000232217,ENSG00000114113,RBP2
865,9606.ENSP00000232219,ENSG00000114115,RBP1
866,9606.ENSP00000232375,ENSG00000114268,PFKFB4
867,9606.ENSP00000232424,ENSG00000114315,HES1
868,9606.ENSP00000232458,ENSG00000114346,ECT2
869,9606.ENSP00000232461,ENSG00000114349,GNAT1
870,9606.ENSP00000232501,ENSG00000114388,NPRL2
871,9606.ENSP00000232564,ENSG00000114450,GNB4
872,9606.ENSP00000232607,ENSG00000114491,UMPS
873,9606.ENSP00000232744,ENSG00000114626,ABTB1
874,9606.ENSP00000232766,ENSG00000114648,KLHL18
875,9606.ENSP00000232854,ENSG00000114735,HEMK1
876,9606.ENSP00000232888,ENSG00000114767,RRP9
877,9606.ENSP00000232905,ENSG00000114784,EIF1B
878,9606.ENSP00000232975,ENSG00000114854,TNNC1
879,9606.ENSP00000233025,ENSG00000114902,SPCS1
880,9606.ENSP00000233057,ENSG00000055332,EIF2AK2
881,9606.ENSP00000233078,ENSG00000071626,DAZAP1
882,9606.ENSP00000233084,ENSG00000079785,DDX1
883,9606.ENSP00000233121,ENSG00000084764,MAPRE3
884,9606.ENSP00000233143,ENSG00000034510,TMSB10
885,9606.ENSP00000233146,ENSG00000095002,MSH2
886,9606.ENSP00000233154,ENSG00000071051,NCK2
887,9606.ENSP00000233156,ENSG00000003436,TFPI
888,9606.ENSP00000233202,ENSG00000018280,SLC11A1
889,9606.ENSP00000233242,ENSG00000084674,APOB
890,9606.ENSP00000233331,ENSG00000115274,INO80B
891,9606.ENSP00000233468,ENSG00000115128,SF3B6
892,9606.ENSP00000233535,ENSG00000115194,SLC30A3
893,9606.ENSP00000233545,ENSG00000115204,MPV17
894,9606.ENSP00000233557,ENSG00000115216,NRBP1
895,9606.ENSP00000233575,ENSG00000115234,SNX17
896,9606.ENSP00000233596,ENSG00000115255,REEP6
897,9606.ENSP00000233607,ENSG00000115266,APC2
898,9606.ENSP00000233615,ENSG00000239779,WBP1
899,9606.ENSP00000233616,ENSG00000115275,MOGS
900,9606.ENSP00000233627,ENSG00000115286,NDUFS7
901,9606.ENSP00000233630,ENSG00000115289,PCGF1
902,9606.ENSP00000233638,ENSG00000115297,TLX2
903,9606.ENSP00000233668,ENSG00000115325,DOK1
904,9606.ENSP00000233710,ENSG00000115361,ACADL
905,9606.ENSP00000233714,ENSG00000115365,LANCL1
906,9606.ENSP00000233809,ENSG00000115457,IGFBP2
907,9606.ENSP00000233813,ENSG00000115461,IGFBP5
908,9606.ENSP00000233838,ENSG00000115486,GGCX
909,9606.ENSP00000233840,ENSG00000115488,NEU2
910,9606.ENSP00000233893,ENSG00000115541,HSPE1
911,9606.ENSP00000233944,ENSG00000115592,PRKAG3
912,9606.ENSP00000233946,,
913,9606.ENSP00000233948,ENSG00000115596,WNT6
914,9606.ENSP00000233954,ENSG00000115602,IL1RL1
915,9606.ENSP00000233957,ENSG00000115604,IL18R1
916,9606.ENSP00000233969,ENSG00000115616,SLC9A2
917,9606.ENSP00000234038,ENSG00000115685,PPP1R7
918,9606.ENSP00000234040,ENSG00000115687,PASK
919,9606.ENSP00000234071,ENSG00000115718,PROC
920,9606.ENSP00000234091,ENSG00000115738,ID2
921,9606.ENSP00000234111,ENSG00000115758,ODC1
922,9606.ENSP00000234142,ENSG00000196208,GREB1
923,9606.ENSP00000234160,ENSG00000115806,GORASP2
924,9606.ENSP00000234170,ENSG00000115816,CEBPZ
925,9606.ENSP00000234179,ENSG00000115825,PRKD3
926,9606.ENSP00000234256,ENSG00000115902,SLC1A4
927,9606.ENSP00000234296,ENSG00000115942,ORC2
928,9606.ENSP00000234301,ENSG00000115944,COX7A2L
929,9606.ENSP00000234310,ENSG00000221823,PPP3R1
930,9606.ENSP00000234313,ENSG00000115956,PLEK
931,9606.ENSP00000234347,ENSG00000196415,PRTN3
932,9606.ENSP00000234371,ENSG00000116014,KISS1R
933,9606.ENSP00000234389,ENSG00000116032,GRIN3B
934,9606.ENSP00000234396,ENSG00000116039,ATP6V1B1
935,9606.ENSP00000234420,ENSG00000116062,MSH6
936,9606.ENSP00000234454,ENSG00000116096,SPR
937,9606.ENSP00000234590,ENSG00000074800,ENO1
938,9606.ENSP00000234626,ENSG00000097046,CDC7
939,9606.ENSP00000234677,ENSG00000031698,SARS
940,9606.ENSP00000234701,ENSG00000016490,CLCA1
941,9606.ENSP00000234739,ENSG00000116128,BCL9
942,9606.ENSP00000234816,ENSG00000116194,ANGPTL1
943,9606.ENSP00000234831,ENSG00000116209,TMEM59
944,9606.ENSP00000234961,ENSG00000116329,OPRD1
945,9606.ENSP00000235090,ENSG00000116455,WDR77
946,9606.ENSP00000235180,ENSG00000116544,DLGAP3
947,9606.ENSP00000235310,ENSG00000116670,MAD2L2
948,9606.ENSP00000235329,ENSG00000116688,MFN2
949,9606.ENSP00000235345,ENSG00000116704,SLC35D1
950,9606.ENSP00000235372,ENSG00000116731,PRDM2
